Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,"Flags for SW
ignore_all
ignore_once
none",Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description or Action in case of Fatal,,vs. Capri,,fatal (F) action (default is reset),1st,Line,Key
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_axi_rd_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_axi_rd_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces an unsupported read request. Check P4 program,,added,,,1,299,int_reg_viols_axi_rd_violms.soc.hff.int_reg_violint_reg_viol.s_axi_rd_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_axi_wr_awlen_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_axi_wr_awlen_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces a write request that is multiline. Check P4 program,,added,,,1,300,int_reg_viols_axi_wr_awlen_violms.soc.hff.int_reg_violint_reg_viol.s_axi_wr_awlen_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_axi_wr_awsize_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_axi_wr_awsize_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces a write request with unsupported ARSIZE. Check P4 program,,added,,,1,301,int_reg_viols_axi_wr_awsize_violms.soc.hff.int_reg_violint_reg_viol.s_axi_wr_awsize_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_axi_wr_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_axi_wr_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces an unsupported write request. Check P4 program,,added,,,1,302,int_reg_viols_axi_wr_violms.soc.hff.int_reg_violint_reg_viol.s_axi_wr_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_axi_wr_wstrb_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_axi_wr_wstrb_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces an unsupported write request strobe. Check P4 program,,added,,,1,303,int_reg_viols_axi_wr_wstrb_violms.soc.hff.int_reg_violint_reg_viol.s_axi_wr_wstrb_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_td_axi_rd_arlen_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_td_axi_rd_arlen_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces a read request that is multiline. Check P4 program,,added,,,1,304,int_reg_viols_td_axi_rd_arlen_violms.soc.hff.int_reg_violint_reg_viol.s_td_axi_rd_arlen_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_td_axi_rd_arsize_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_td_axi_rd_arsize_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces a read request with unsupported ARSIZE from TD. Check P4 program,,added,,,1,305,int_reg_viols_td_axi_rd_arsize_violms.soc.hff.int_reg_violint_reg_viol.s_td_axi_rd_arsize_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_td_axi_wr_awlen_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_td_axi_wr_awlen_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces a write request that is multiline from TD Check P4 program,,added,,,1,306,int_reg_viols_td_axi_wr_awlen_violms.soc.hff.int_reg_violint_reg_viol.s_td_axi_wr_awlen_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_td_axi_wr_awsize_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_td_axi_wr_awsize_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces a write request with unsupported ARSIZE from TD. Check P4 program,,added,,,1,307,int_reg_viols_td_axi_wr_awsize_violms.soc.hff.int_reg_violint_reg_viol.s_td_axi_wr_awsize_viol
hff,2,Alessandro,ms.soc.hff,int_reg_viol,s_td_axi_wr_wstrb_viol,ms.soc.hff.int_reg_viol,int_reg_viol.s_td_axi_wr_wstrb_viol,axi,,-,error (E),,n/a,n/a,,Fix P4 program,n/a,Program produces an unsupported write request strobe from TD. Check P4 program,,added,,,1,308,int_reg_viols_td_axi_wr_wstrb_violms.soc.hff.int_reg_violint_reg_viol.s_td_axi_wr_wstrb_viol
hff,64,Alessandro,ms.soc.hff,int_res,res#,ms.soc.hff.int_res,int_res.res#,,,ignore_all,info (I),,none,n/a,,n/a,n/a,Reseved,,added,,,1,309,int_resres#ms.soc.hff.int_resint_res.res#
ms,1,Alessandro,ms.soc,int_misc,int_hff,ms.soc.int_misc,int_misc.int_hff,,,-,*parent-bit*,,none,n/a,n,n/a,n/a,Parent Bit for all HFF interrupts,,added,,,1,324,int_miscint_hffms.ms.int_miscint_misc.int_hff
noc,2,Changqi,dm.dm,int_addr_check,bdry_err_rd#,dm.dm.int_addr_check,int_addr_check.bdry_err_rd#,,,,error (E),,n/a,n/a,,n/a,n/a,read address crosses 256B boundary,,added,,,1,31,int_addr_checkbdry_err_rd#dm.dm.int_addr_checkint_addr_check.bdry_err_rd#
noc,2,Changqi,dm.dm,int_addr_check,bdry_err_wr#,dm.dm.int_addr_check,int_addr_check.bdry_err_wr#,,,,error (E),,n/a,n/a,,n/a,n/a,write address crosses 256B boundary,,added,,,1,32,int_addr_checkbdry_err_wr#dm.dm.int_addr_checkint_addr_check.bdry_err_wr#
noc,2,Changqi,dm.dm,int_addr_check,range_err_rd#,dm.dm.int_addr_check,int_addr_check.range_err_rd#,,,,error (E),,n/a,n/a,,n/a,n/a,the address range programmed differently in NOC and in DM,,added,,,1,33,int_addr_checkrange_err_rd#dm.dm.int_addr_checkint_addr_check.range_err_rd#
noc,2,Changqi,dm.dm,int_addr_check,range_err_wr#,dm.dm.int_addr_check,int_addr_check.range_err_wr#,,,,error (E),,n/a,n/a,,n/a,n/a,the address range programmed differently in NOC and in DM,,added,,,1,34,int_addr_checkrange_err_wr#dm.dm.int_addr_checkint_addr_check.range_err_wr#
noc,2,Changqi,dm.dm,int_axi_check,burst_type_err_rd#,dm.dm.int_axi_check,int_axi_check.burst_type_err_rd#,axi,,,fatal (F),,n/a,n/a,,n/a,n/a,received unsupported AXI burst type,,added,,,1,35,int_axi_checkburst_type_err_rd#dm.dm.int_axi_checkint_axi_check.burst_type_err_rd#
noc,2,Changqi,dm.dm,int_axi_check,burst_type_err_wr#,dm.dm.int_axi_check,int_axi_check.burst_type_err_wr#,axi,,,fatal (F),,n/a,n/a,,n/a,n/a,received unsupported AXI burst type,,added,,,1,36,int_axi_checkburst_type_err_wr#dm.dm.int_axi_checkint_axi_check.burst_type_err_wr#
noc,2,Changqi,dm.dm,int_axi_check,burst_wrap_addr_err_rd#,dm.dm.int_axi_check,int_axi_check.burst_wrap_addr_err_rd#,axi,,,fatal (F),,n/a,n/a,,n/a,n/a,AXI protocol violation,,added,,,1,37,int_axi_checkburst_wrap_addr_err_rd#dm.dm.int_axi_checkint_axi_check.burst_wrap_addr_err_rd#
noc,2,Changqi,dm.dm,int_axi_check,burst_wrap_addr_err_wr#,dm.dm.int_axi_check,int_axi_check.burst_wrap_addr_err_wr#,axi,,,fatal (F),,n/a,n/a,,n/a,n/a,AXI protocol violation,,added,,,1,38,int_axi_checkburst_wrap_addr_err_wr#dm.dm.int_axi_checkint_axi_check.burst_wrap_addr_err_wr#
noc,2,Changqi,dm.dm,int_axi_check,burst_wrap_len_err_rd#,dm.dm.int_axi_check,int_axi_check.burst_wrap_len_err_rd#,axi,,,fatal (F),,n/a,n/a,,n/a,n/a,AXI protocol violation,,added,,,1,39,int_axi_checkburst_wrap_len_err_rd#dm.dm.int_axi_checkint_axi_check.burst_wrap_len_err_rd#
noc,2,Changqi,dm.dm,int_axi_check,burst_wrap_len_err_wr#,dm.dm.int_axi_check,int_axi_check.burst_wrap_len_err_wr#,axi,,,fatal (F),,n/a,n/a,,n/a,n/a,AXI protocol violation,,added,,,1,40,int_axi_checkburst_wrap_len_err_wr#dm.dm.int_axi_checkint_axi_check.burst_wrap_len_err_wr#
noc,2,Changqi,dm.dm,int_axi_check,len_err_wr#,dm.dm.int_axi_check,int_axi_check.len_err_wr#,axi,,,fatal (F),,n/a,n/a,,n/a,n/a,AXI protocol violation: wlast doesn't comply with wlen,,added,,,1,41,int_axi_checklen_err_wr#dm.dm.int_axi_checkint_axi_check.len_err_wr#
noc,2,Changqi,dm.dm,int_axi_check,narrow_err_rd#,dm.dm.int_axi_check,int_axi_check.narrow_err_rd#,axi,,,info (I),,none,n/a,,n/a,n/a,narrow transaction is seen,,added,,,1,42,int_axi_checknarrow_err_rd#dm.dm.int_axi_checkint_axi_check.narrow_err_rd#
noc,2,Changqi,dm.dm,int_axi_check,narrow_err_wr#,dm.dm.int_axi_check,int_axi_check.narrow_err_wr#,axi,,,info (I),,none,n/a,,n/a,n/a,narrow transaction is seen,,added,,,1,43,int_axi_checknarrow_err_wr#dm.dm.int_axi_checkint_axi_check.narrow_err_wr#
noc,1,Changqi,dm.dm,int_colli,rd,dm.dm.int_colli,int_colli.rd,,,,info (I),,none,n/a,,n/a,n/a,read port collision,,added,,,1,44,int_collirddm.dm.int_colliint_colli.rd
noc,1,Changqi,dm.dm,int_colli,wr,dm.dm.int_colli,int_colli.wr,,,,info (I),,none,n/a,,n/a,n/a,write port collision,,added,,,1,45,int_colliwrdm.dm.int_colliint_colli.wr
noc,32,Changqi,dm.dm,int_sram_ecc_correctable,b#,dm.dm.int_sram_ecc_correctable,int_sram_ecc_correctable.b#,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,1,46,int_sram_ecc_correctableb#dm.dm.int_sram_ecc_correctableint_sram_ecc_correctable.b#
noc,32,Changqi,dm.dm,int_sram_ecc_uncorrectable,b#,dm.dm.int_sram_ecc_uncorrectable,int_sram_ecc_uncorrectable.b#,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,1,47,int_sram_ecc_uncorrectableb#dm.dm.int_sram_ecc_uncorrectableint_sram_ecc_uncorrectable.b#
noc,4,Changqi,nx.ca[#],int_dbg,p#_req_ff_full,nx.ca[#].int_dbg,int_dbg.p#_req_ff_full,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,369,int_dbgp#_req_ff_fullnx.ca[#].int_dbgint_dbg.p#_req_ff_full
noc,104,Changqi,nx.ca[#],int_dbg,res#,nx.ca[#].int_dbg,int_dbg.res#,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,370,int_dbgres#nx.ca[#].int_dbgint_dbg.res#
noc,4,Changqi,nx.ca[#],int_dbg,ring_req_credit_max,nx.ca[#].int_dbg,int_dbg.ring_req_credit_max,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,371,int_dbgring_req_credit_maxnx.ca[#].int_dbgint_dbg.ring_req_credit_max
noc,4,Changqi,nx.ca[#],int_dbg,ring_req_ff_full,nx.ca[#].int_dbg,int_dbg.ring_req_ff_full,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,372,int_dbgring_req_ff_fullnx.ca[#].int_dbgint_dbg.ring_req_ff_full
noc,4,Changqi,nx.ca[#],int_dbg,ring_res_credit_max,nx.ca[#].int_dbg,int_dbg.ring_res_credit_max,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,373,int_dbgring_res_credit_maxnx.ca[#].int_dbgint_dbg.ring_res_credit_max
noc,4,Changqi,nx.ca[#],int_dbg,ring_res_ff_full,nx.ca[#].int_dbg,int_dbg.ring_res_ff_full,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,374,int_dbgring_res_ff_fullnx.ca[#].int_dbgint_dbg.ring_res_ff_full
noc,4,Changqi,nx.ca[#],int_dbg,srch_res_ff_full,nx.ca[#].int_dbg,int_dbg.srch_res_ff_full,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,375,int_dbgsrch_res_ff_fullnx.ca[#].int_dbgint_dbg.srch_res_ff_full
noc,4,Changqi,nx.ca[#],int_reg#,err_ring_srch_req_credit_overrun,nx.ca[#].int_reg#,int_reg#.err_ring_srch_req_credit_overrun,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,376,int_reg#err_ring_srch_req_credit_overrunnx.ca[#].int_reg#int_reg#.err_ring_srch_req_credit_overrun
noc,4,Changqi,nx.ca[#],int_reg#,err_ring_srch_req_credit_underrun,nx.ca[#].int_reg#,int_reg#.err_ring_srch_req_credit_underrun,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,377,int_reg#err_ring_srch_req_credit_underrunnx.ca[#].int_reg#int_reg#.err_ring_srch_req_credit_underrun
noc,4,Changqi,nx.ca[#],int_reg#,err_ring_srch_res_credit_overrun,nx.ca[#].int_reg#,int_reg#.err_ring_srch_res_credit_overrun,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,378,int_reg#err_ring_srch_res_credit_overrunnx.ca[#].int_reg#int_reg#.err_ring_srch_res_credit_overrun
noc,4,Changqi,nx.ca[#],int_reg#,err_ring_srch_res_credit_underrun,nx.ca[#].int_reg#,int_reg#.err_ring_srch_res_credit_underrun,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,379,int_reg#err_ring_srch_res_credit_underrunnx.ca[#].int_reg#int_reg#.err_ring_srch_res_credit_underrun
noc,128,Changqi,nx.ca[#],int_res,res#,nx.ca[#].int_res,int_res.res#,,,,MISSING,,none,n/a,,n/a,n/a,"We don't have this block in Elba, please remove it",,added,,,1,380,int_resres#nx.ca[#].int_resint_res.res#
noc,2,Changqi,nx.cc#.ap_m_mini_csr,int_ecc,correctable,nx.cc#.ap_m_mini_csr.int_ecc,int_ecc.correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,381,int_ecccorrectablenx.cc#.ap_m_mini_csr.int_eccint_ecc.correctable
noc,2,Changqi,nx.cc#.ap_m_mini_csr,int_ecc,uncorrectable,nx.cc#.ap_m_mini_csr.int_ecc,int_ecc.uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,382,int_eccuncorrectablenx.cc#.ap_m_mini_csr.int_eccint_ecc.uncorrectable
noc,2,Changqi,nx.cc#.ap_s_mini_csr,int_misc,unused#,nx.cc#.ap_s_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,383,int_miscunused#nx.cc#.ap_s_mini_csr.int_miscint_misc.unused#
noc,8,Changqi,nx.cc#.ccc_ccc#_mini_csr,int_misc,unused#,nx.cc#.ccc_ccc#_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,384,int_miscunused#nx.cc#.ccc_ccc#_mini_csr.int_miscint_misc.unused#
noc,8,Changqi,nx.cc#.cpu#_m_mini_csr,int_misc,unused#,nx.cc#.cpu#_m_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,385,int_miscunused#nx.cc#.cpu#_m_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.cc#,int_noc,mini,nx.cc#.int_noc,int_noc.mini,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,386,int_nocmininx.cc#.int_nocint_noc.mini
noc,2,Changqi,nx.cc#,int_noc,misc,nx.cc#.int_noc,int_noc.misc,,,,error (E),,n/a,n/a,,n/a,n/a,"fired by Netspeed NOC, need to poll Netspeed NOC registers for more information",,added,,,1,387,int_nocmiscnx.cc#.int_nocint_noc.misc
noc,8,Changqi,nx.dd#.ddr#b_s_mini_csr,int_misc,unused#,nx.dd#.ddr#b_s_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,388,int_miscunused#nx.dd#.ddr#b_s_mini_csr.int_miscint_misc.unused#
noc,8,Changqi,nx.dd#.ddr#c_s_mini_csr,int_misc,unused#,nx.dd#.ddr#c_s_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,389,int_miscunused#nx.dd#.ddr#c_s_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.dd#,int_noc,mini,nx.dd#.int_noc,int_noc.mini,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,390,int_nocmininx.dd#.int_nocint_noc.mini
noc,2,Changqi,nx.dd#,int_noc,misc,nx.dd#.int_noc,int_noc.misc,,,,error (E),,n/a,n/a,,n/a,n/a,"fired by Netspeed NOC, need to poll Netspeed NOC registers for more information",,added,,,1,391,int_nocmiscnx.dd#.int_nocint_noc.misc
noc,4,Changqi,nx.gl#.dm#_s#_mini_csr,int_misc,unused#,nx.gl#.dm#_s#_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,392,int_miscunused#nx.gl#.dm#_s#_mini_csr.int_miscint_misc.unused#
noc,8,Changqi,nx.gl#,int_noc,mini,nx.gl#.int_noc,int_noc.mini,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,393,int_nocmininx.gl#.int_nocint_noc.mini
noc,8,Changqi,nx.gl#,int_noc,misc,nx.gl#.int_noc,int_noc.misc,,,,error (E),,n/a,n/a,,n/a,n/a,"fired by Netspeed NOC, need to poll Netspeed NOC registers for more information",,added,,,1,394,int_nocmiscnx.gl#.int_nocint_noc.misc
noc,16,Changqi,nx.gl#.llc_llc#_mini_csr,int_misc,unused#,nx.gl#.llc_llc#_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,395,int_miscunused#nx.gl#.llc_llc#_mini_csr.int_miscint_misc.unused#
noc,4,Changqi,nx.gl#.md_m#_mini_csr,int_ecc,correctable,nx.gl#.md_m#_mini_csr.int_ecc,int_ecc.correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,396,int_ecccorrectablenx.gl#.md_m#_mini_csr.int_eccint_ecc.correctable
noc,4,Changqi,nx.gl#.md_m#_mini_csr,int_ecc,uncorrectable,nx.gl#.md_m#_mini_csr.int_ecc,int_ecc.uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,397,int_eccuncorrectablenx.gl#.md_m#_mini_csr.int_eccint_ecc.uncorrectable
noc,2,Changqi,nx.gl#.ms_m_mini_csr,int_ecc,correctable,nx.gl#.ms_m_mini_csr.int_ecc,int_ecc.correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,398,int_ecccorrectablenx.gl#.ms_m_mini_csr.int_eccint_ecc.correctable
noc,2,Changqi,nx.gl#.ms_m_mini_csr,int_ecc,uncorrectable,nx.gl#.ms_m_mini_csr.int_ecc,int_ecc.uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,399,int_eccuncorrectablenx.gl#.ms_m_mini_csr.int_eccint_ecc.uncorrectable
noc,2,Changqi,nx.gl#.ms_s_mini_csr,int_misc,unused#,nx.gl#.ms_s_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,400,int_miscunused#nx.gl#.ms_s_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.gl#.pb_m_mini_csr,int_misc,unused#,nx.gl#.pb_m_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,401,int_miscunused#nx.gl#.pb_m_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.gl#.ph_m_mini_csr,int_misc,unused#,nx.gl#.ph_m_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,402,int_miscunused#nx.gl#.ph_m_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.gl#.pr_m_mini_csr,int_misc,unused#,nx.gl#.pr_m_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,403,int_miscunused#nx.gl#.pr_m_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.gl#.pt_m_mini_csr,int_misc,unused#,nx.gl#.pt_m_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,404,int_miscunused#nx.gl#.pt_m_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.gl#.px_m_mini_csr,int_ecc,correctable,nx.gl#.px_m_mini_csr.int_ecc,int_ecc.correctable,ecc_sw,,-,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,added,,send chip to Avago,ecc,405,int_ecccorrectablenx.gl#.px_m_mini_csr.int_eccint_ecc.correctable
noc,2,Changqi,nx.gl#.px_m_mini_csr,int_ecc,uncorrectable,nx.gl#.px_m_mini_csr.int_ecc,int_ecc.uncorrectable,ecc,,-,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,added,,send chip to Avago,ecc,406,int_eccuncorrectablenx.gl#.px_m_mini_csr.int_eccint_ecc.uncorrectable
noc,2,Changqi,nx.gl#.px_s_mini_csr,int_misc,unused#,nx.gl#.px_s_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,407,int_miscunused#nx.gl#.px_s_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.gl#.se_m_mini_csr,int_misc,unused#,nx.gl#.se_m_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,408,int_miscunused#nx.gl#.se_m_mini_csr.int_miscint_misc.unused#
noc,2,Changqi,nx.gl#.si_m_mini_csr,int_misc,unused#,nx.gl#.si_m_mini_csr.int_misc,int_misc.unused#,,,,info (I),,none,n/a,,n/a,n/a,"it is a placeholder, shouldn't fire ",,added,,,1,409,int_miscunused#nx.gl#.si_m_mini_csr.int_miscint_misc.unused#
mac,1,Daniel,bx.bx / pf.bx,int_mac,bxpb_pbus_drdy,bx.bx.int_mac,int_mac.bxpb_pbus_drdy,pbus,,-,fatal (F),,n/a,n/a,,n/a,n/a,"Debug PB config. Never happen; otherwise, it's hardware bug",,,,,,1,int_macbxpb_pbus_drdybx.bx.int_macint_mac.bxpb_pbus_drdy
mac,1,Daniel,bx.bx / pf.bx,int_mac,lane_dbe,bx.bx.int_mac,int_mac.lane_dbe,ecc,YES,-,HW-RMA (F) after init,,n/a,,,n/a,,Double bit error in SerDes. Lane may go down,,,,,,2,int_maclane_dbebx.bx.int_macint_mac.lane_dbe
mac,1,Daniel,bx.bx / pf.bx,int_mac,lane_sbe,bx.bx.int_mac,int_mac.lane_sbe,ecc,YES,-,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,,,,,3,int_maclane_sbebx.bx.int_macint_mac.lane_sbe
mac,1,Daniel,bx.bx / pf.bx,int_mac,rx_min_size_err,bx.bx.int_mac,int_mac.rx_min_size_err,,,-,info (I),,n/a,n/a,,n/a,n/a,HW self recover,,,,,,4,int_macrx_min_size_errbx.bx.int_macint_mac.rx_min_size_err
mac,1,Daniel,bx.bx / pf.bx,int_mac,rx_missing_eof,bx.bx.int_mac,int_mac.rx_missing_eof,,,-,info (I),,n/a,n/a,,n/a,n/a,HW self recover,,,,,,5,int_macrx_missing_eofbx.bx.int_macint_mac.rx_missing_eof
mac,1,Daniel,bx.bx / pf.bx,int_mac,rx_missing_sof,bx.bx.int_mac,int_mac.rx_missing_sof,,,-,info (I),,n/a,n/a,,n/a,n/a,HW self recover,,,,,,6,int_macrx_missing_sofbx.bx.int_macint_mac.rx_missing_sof
mac,1,Daniel,bx.bx / pf.bx,int_mac,rx_timeout_err,bx.bx.int_mac,int_mac.rx_timeout_err,,,-,info (I),,n/a,n/a,,n/a,n/a,HW self recover,,,,,,7,int_macrx_timeout_errbx.bx.int_macint_mac.rx_timeout_err
mac,1,Daniel,bx.bx / pf.bx,int_mac,xdmac#_intr,bx.bx.int_mac,int_mac.xdmac#_intr,,,-,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,,,,,8,int_macxdmac#_intrbx.bx.int_macint_mac.xdmac#_intr
mac,1,Daniel,bx.bx / pf.bx,int_mac,xdmac#_pslverr,bx.bx.int_mac,int_mac.xdmac#_pslverr,,,-,SW-MASK-IGNORE,,n/a,n/a,,"Does not work, SW should mask/ignore",n/a,Invalid need to be masked,,,,,,9,int_macxdmac#_pslverrbx.bx.int_macint_mac.xdmac#_pslverr
ddr,4,Daniel,mc.mc[#].mcc#,int_mc,mcc#,mc.mc[#].int_mc,int_mc.mcc.ecc_dataout_corrected_#,,,-,info (I),,none,n/a,,SW should mask,n/a,Unused: Should use INT_STATUS_ECC register of controller,,added,,,1,200,int_mcmcc#mc.mc[#].int_mcint_mc.mcc#
ddr,4,Daniel,mc.mc[#].mcc#,int_mc,mcc#,mc.mc[#].int_mc,int_mc.mcc.ecc_dataout_uncorrected_#,,,-,info (I),,none,n/a,,SW should mask,n/a,Unused: Should use INT_STATUS_ECC register of controller,,added,,,1,200,int_mcmcc#mc.mc[#].int_mcint_mc.mcc#
ddr,4,Daniel,mc.mc[#].mcc#,int_mc,mcc#,mc.mc[#].int_mc,int_mc.mcc.controller,,,,fatal (F),,n/a,n/a,,n/a,n/a,"Need to read controller registers: INT_STATUS_PARITY, INT_STATUS_ECC (uncorrectable)",,added,,,1,200,int_mcmcc#mc.mc[#].int_mcint_mc.mcc#
ddr,4,Daniel,mc.mc[#].mcc#,int_mc,mcc#,mc.mc[#].int_mc,int_mc.mcc.controller,,,,error (E),,n/a,n/a,,n/a,n/a,"Need to read controller registers: INT_STATUS_ECC (correctable), INT_STATUS_DIMM (cww error), INT_STATUS_TIMEOUT (various errors), INT_STATUS_TRAINING (out of variance), INT_STATUS_BIST(fail), INT_STATUS_DFI (various errors), INT_STATUS_USERIF (various errors)",,added,,,1,200,int_mcmcc#mc.mc[#].int_mcint_mc.mcc#
